Order Date;Customer Name;City;Product Name;Unit Price;Quantity;Discount (%);Subtotal;Discount Amount;Total Sales;Shipping Fee;Grand Total;Payment Method;Order Status;Platform;Customer Rating;Size;Material;Gender
12/07/2025 15:36;Zahra Pradipta;Pangkalpinang;Kaos Polo;168.000;1;0;168.000;0;168.000;24.000;1.209.000;Transfer Bank;Returned;Toko Fashion App;5;M;Lacoste Cotton;Pria
12/07/2025 15:36;Zahra Pradipta;Pangkalpinang;Kemeja Casual;279.000;2;0;558.000;0;558.000;24.000;1.209.000;Transfer Bank;Returned;Toko Fashion App;5;XL;Katun;Pria
11/05/2025 08:13;Rizky Ramadhani;Palembang;Jaket Bomber;463.000;1;0;463.000;0;463.000;24.000;1.587.000;COD;Completed;OutfitNow;4;S;Scuba;Pria
11/05/2025 08:13;Rizky Ramadhani;Palembang;Dress Formal;887.000;1;0;887.000;0;887.000;24.000;1.587.000;COD;Completed;OutfitNow;4;M;Sutra;Wanita
11/05/2025 08:13;Rizky Ramadhani;Palembang;Hoodie;213.000;1;0;213.000;0;213.000;24.000;1.587.000;COD;Completed;OutfitNow;4;XL;Cotton Combed;Pria
11/02/2025 21:43;Umar Setiawan;Denpasar;Kaos Polo;205.000;3;0;615.000;0;615.000;24.000;1.374.000;Transfer Bank;Completed;OutfitNow;1;M;Lacoste Cotton;Pria
11/02/2025 21:43;Umar Setiawan;Denpasar;Legging;183.000;2;0;366.000;0;366.000;24.000;1.374.000;Transfer Bank;Completed;OutfitNow;1;XL;Polyester;Wanita
11/02/2025 21:43;Umar Setiawan;Denpasar;Celana Pendek;123.000;3;0;369.000;0;369.000;24.000;1.374.000;Transfer Bank;Completed;OutfitNow;1;XL;Polyester;Pria
30/09/2025 19:21;Clara Pradipta;Surabaya;Celana Chino;208.000;1;0;208.000;0;208.000;27.000;1.720.000;e-Wallet;Completed;StyleMart;2;M;Katun Twill;Pria
30/09/2025 19:21;Clara Pradipta;Surabaya;Hijab;118.000;2;0;236.000;0;236.000;27.000;1.720.000;e-Wallet;Completed;StyleMart;2;L;Ceruty;Wanita
30/09/2025 19:21;Clara Pradipta;Surabaya;Dress Casual;447.000;2;0;894.000;0;894.000;27.000;1.720.000;e-Wallet;Completed;StyleMart;2;M;Katun;Wanita
30/09/2025 19:21;Clara Pradipta;Surabaya;Jaket Denim;355.000;1;0;355.000;0;355.000;27.000;1.720.000;e-Wallet;Completed;StyleMart;2;XL;Cotton;Pria
19/06/2025 19:07;Aulia Syahputra;Mamuju;Kaos Pendek;125.000;3;0;375.000;0;375.000;27.000;1.893.000;Transfer Bank;Completed;FashionHub;2;M;Katun;Pria
19/06/2025 19:07;Aulia Syahputra;Mamuju;Celana Chino;316.000;2;0;632.000;0;632.000;27.000;1.893.000;Transfer Bank;Completed;FashionHub;2;L;Twill;Pria
19/06/2025 19:07;Aulia Syahputra;Mamuju;Hijab;133.000;1;0;133.000;0;133.000;27.000;1.893.000;Transfer Bank;Completed;FashionHub;2;XL;Ceruty;Wanita
19/06/2025 19:07;Aulia Syahputra;Mamuju;Dress Formal;726.000;1;0;726.000;0;726.000;27.000;1.893.000;Transfer Bank;Completed;FashionHub;2;XL;Satin;Wanita
10/02/2025 21:52;Aulia Ananda;Merauke;Rok Midi;294.000;3;0;882.000;0;882.000;24.000;1.738.000;e-Wallet;Completed;FashionKita;5;M;Twill;Wanita
10/02/2025 21:52;Aulia Ananda;Merauke;Legging;127.000;2;0;254.000;0;254.000;24.000;1.738.000;e-Wallet;Completed;FashionKita;5;XXL;Polyester;Wanita
10/02/2025 21:52;Aulia Ananda;Merauke;Hoodie;289.000;2;0;578.000;0;578.000;24.000;1.738.000;e-Wallet;Completed;FashionKita;5;XL;Polyester;Pria
20/10/2025 11:58;Nanda Iskandar;Merauke;Dress Formal;334.000;1;0;334.000;0;334.000;24.000;1.209.000;Kartu Kredit;Completed;StyleMart;3;XXL;Satin;Wanita
20/10/2025 11:58;Nanda Iskandar;Merauke;Dress Casual;299.000;1;0;299.000;0;299.000;24.000;1.209.000;Kartu Kredit;Completed;StyleMart;3;M;Katun;Wanita
20/10/2025 11:58;Nanda Iskandar;Merauke;Rok Midi;276.000;2;0;552.000;0;552.000;24.000;1.209.000;Kartu Kredit;Completed;StyleMart;3;XL;Polyester;Wanita
02/07/2025 14:07;Kartika Saputra;Semarang;Kemeja Formal;183.000;1;0;183.000;0;183.000;24.000;1.135.000;Kartu Kredit;Completed;FashionKita;1;L;Linen;Pria
02/07/2025 14:07;Kartika Saputra;Semarang;Legging;176.000;1;0;176.000;0;176.000;24.000;1.135.000;Kartu Kredit;Completed;FashionKita;1;M;Spandex;Wanita
02/07/2025 14:07;Kartika Saputra;Semarang;Sweater;376.000;2;0;752.000;0;752.000;24.000;1.135.000;Kartu Kredit;Completed;FashionKita;1;L;Wool;Pria
03/10/2025 17:46;Gita Utami;Jayapura;Kaos Panjang;124.000;1;0;124.000;0;124.000;17.000;951.000;Transfer Bank;Completed;Toko Fashion App;2;M;Katun;Pria
03/10/2025 17:46;Gita Utami;Jayapura;Jaket Denim;405.000;2;0;810.000;0;810.000;17.000;951.000;Transfer Bank;Completed;Toko Fashion App;2;L;Cotton;Pria
31/03/2025 20:49;Vina Setiawan;Jakarta;Jaket Bomber;277.000;1;0;277.000;0;277.000;17.000;474.000;e-Wallet;Pending;FashionKita;2;M;Polyester;Pria
31/03/2025 20:49;Vina Setiawan;Jakarta;Kaos Pendek;90.000;2;0;180.000;0;180.000;17.000;474.000;e-Wallet;Pending;FashionKita;2;XL;Katun;Pria
20/08/2025 13:44;Aulia Utami;Nabire;Dress Formal;428.000;1;0;428.000;0;428.000;17.000;913.000;COD;Completed;StyleMart;4;XL;Sutra;Wanita
20/08/2025 13:44;Aulia Utami;Nabire;Legging;234.000;2;0;468.000;0;468.000;17.000;913.000;COD;Completed;StyleMart;4;L;Nylon;Wanita
21/06/2025 15:38;Hana Ramadhani;Manokwari;Kemeja Casual;213.000;2;0;426.000;0;426.000;27.000;2.101.000;Kartu Kredit;Completed;FashionHub;2;XL;Linen;Pria
21/06/2025 15:38;Hana Ramadhani;Manokwari;Cardigan;409.000;2;0;818.000;0;818.000;27.000;2.101.000;Kartu Kredit;Completed;FashionHub;2;M;Knitted;Wanita
21/06/2025 15:38;Hana Ramadhani;Manokwari;Sweater;252.000;1;0;252.000;0;252.000;27.000;2.101.000;Kartu Kredit;Completed;FashionHub;2;XXL;Acrylic;Pria
21/06/2025 15:38;Hana Ramadhani;Manokwari;Dress Formal;578.000;1;0;578.000;0;578.000;27.000;2.101.000;Kartu Kredit;Completed;FashionHub;2;M;Sutra;Wanita
18/12/2025 21:10;Clara Setiawan;Mamuju;Kemeja Casual;262.000;1;0;262.000;0;262.000;24.000;1.679.000;Transfer Bank;Completed;StyleMart;5;L;Chambray;Pria
18/12/2025 21:10;Clara Setiawan;Mamuju;Legging;223.000;1;0;223.000;0;223.000;24.000;1.679.000;Transfer Bank;Completed;StyleMart;5;L;Nylon;Wanita
18/12/2025 21:10;Clara Setiawan;Mamuju;Jaket Denim;585.000;2;0;1.170.000;0;1.170.000;24.000;1.679.000;Transfer Bank;Completed;StyleMart;5;XXL;Chambray;Pria
26/12/2025 20:07;Sari Halim;Pangkalpinang;Hijab;74.000;2;0;148.000;0;148.000;27.000;1.407.000;Transfer Bank;Completed;Toko Fashion App;5;XXL;Ceruty;Wanita
26/12/2025 20:07;Sari Halim;Pangkalpinang;Legging;129.000;1;0;129.000;0;129.000;27.000;1.407.000;Transfer Bank;Completed;Toko Fashion App;5;XL;Polyester;Wanita
26/12/2025 20:07;Sari Halim;Pangkalpinang;Kaos Panjang;121.000;1;0;121.000;0;121.000;27.000;1.407.000;Transfer Bank;Completed;Toko Fashion App;5;L;Jersey;Pria
26/12/2025 20:07;Sari Halim;Pangkalpinang;Jaket Bomber;491.000;2;0;982.000;0;982.000;27.000;1.407.000;Transfer Bank;Completed;Toko Fashion App;5;L;Polyester;Pria
23/03/2025 17:20;Fitri Wijaya;Surabaya;Kaos Pendek;88.000;3;0;264.000;0;264.000;22.000;965.000;e-Wallet;Cancelled;Toko Fashion App;2;M;Cotton Combed;Pria
23/03/2025 17:20;Fitri Wijaya;Surabaya;Hijab;102.000;2;0;204.000;0;204.000;22.000;965.000;e-Wallet;Cancelled;Toko Fashion App;2;S;Ceruty;Wanita
23/03/2025 17:20;Fitri Wijaya;Surabaya;Blouse;264.000;1;0;264.000;0;264.000;22.000;965.000;e-Wallet;Cancelled;Toko Fashion App;2;XL;Viscose;Wanita
23/03/2025 17:20;Fitri Wijaya;Surabaya;Legging;211.000;1;0;211.000;0;211.000;22.000;965.000;e-Wallet;Cancelled;Toko Fashion App;2;L;Nylon;Wanita
17/12/2025 21:24;Bella Santoso;Pangkalpinang;Jaket Denim;253.000;1;0;253.000;0;253.000;24.000;1.115.000;Transfer Bank;Completed;Toko Fashion App;5;XXL;Cotton;Pria
17/12/2025 21:24;Bella Santoso;Pangkalpinang;Kaos Polo;152.000;3;0;456.000;0;456.000;24.000;1.115.000;Transfer Bank;Completed;Toko Fashion App;5;L;Lacoste Cotton;Pria
17/12/2025 21:24;Bella Santoso;Pangkalpinang;Legging;191.000;2;0;382.000;0;382.000;24.000;1.115.000;Transfer Bank;Completed;Toko Fashion App;5;S;Nylon;Wanita
05/05/2025 12:47;Citra Budiman;Surabaya;Kemeja Formal;190.000;1;10;190.000;19.000;171.000;20.000;903.800;Kartu Kredit;Returned;FashionHub;5;XXL;Twill;Pria
05/05/2025 12:47;Citra Budiman;Surabaya;Gamis;342.000;1;10;342.000;34.200;307.800;20.000;903.800;Kartu Kredit;Returned;FashionHub;5;M;Sutra;Wanita
05/05/2025 12:47;Citra Budiman;Surabaya;Dress Formal;450.000;1;10;450.000;45.000;405.000;20.000;903.800;Kartu Kredit;Returned;FashionHub;5;XL;Sutra;Wanita
01/01/2025 17:34;Putri Halim;Sofifi;Kemeja Casual;163.000;1;10;163.000;16.300;146.700;24.000;1.326.300;Kartu Kredit;Pending;Toko Fashion App;3;S;Chambray;Pria
01/01/2025 17:34;Putri Halim;Sofifi;Jaket Denim;533.000;2;10;1.066.000;106.600;959.400;24.000;1.326.300;Kartu Kredit;Pending;Toko Fashion App;3;L;Cotton;Pria
01/01/2025 17:34;Putri Halim;Sofifi;Kaos Polo;218.000;1;10;218.000;21.800;196.200;24.000;1.326.300;Kartu Kredit;Pending;Toko Fashion App;3;M;Katun Pique;Pria
16/06/2025 12:21;Vina Puspita;Palembang;Dress Casual;406.000;1;0;406.000;0;406.000;24.000;1.095.000;e-Wallet;Returned;StyleMart;4;XXL;Rayon;Wanita
16/06/2025 12:21;Vina Puspita;Palembang;Kaos Polo;160.000;2;0;320.000;0;320.000;24.000;1.095.000;e-Wallet;Returned;StyleMart;4;XL;Lacoste Cotton;Pria
16/06/2025 12:21;Vina Puspita;Palembang;Celana Chino;345.000;1;0;345.000;0;345.000;24.000;1.095.000;e-Wallet;Returned;StyleMart;4;M;Twill;Pria
27/03/2025 12:42;Zahra Setiawan;Jambi;Gamis;319.000;1;0;319.000;0;319.000;17.000;628.000;Transfer Bank;Completed;Toko Fashion App;1;M;Woolpeach;Wanita
27/03/2025 12:42;Zahra Setiawan;Jambi;Kaos Pendek;146.000;2;0;292.000;0;292.000;17.000;628.000;Transfer Bank;Completed;Toko Fashion App;1;L;Jersey;Pria
20/05/2025 12:39;Fitri Budiman;Jayapura;Kaos Pendek;144.000;3;0;432.000;0;432.000;27.000;1.770.000;COD;Completed;Toko Fashion App;2;XXL;Cotton Combed;Pria
20/05/2025 12:39;Fitri Budiman;Jayapura;Legging;170.000;2;0;340.000;0;340.000;27.000;1.770.000;COD;Completed;Toko Fashion App;2;XL;Polyester;Wanita
20/05/2025 12:39;Fitri Budiman;Jayapura;Cardigan;323.000;1;0;323.000;0;323.000;27.000;1.770.000;COD;Completed;Toko Fashion App;2;M;Wool;Wanita
20/05/2025 12:39;Fitri Budiman;Jayapura;Gamis;648.000;1;0;648.000;0;648.000;27.000;1.770.000;COD;Completed;Toko Fashion App;2;XL;Sutra;Wanita
28/07/2025 08:44;Arif Fauziah;Jayapura;Jaket Bomber;278.000;2;0;556.000;0;556.000;27.000;1.668.000;Kartu Kredit;Shipped;Toko Fashion App;3;L;Nylon;Pria
28/07/2025 08:44;Arif Fauziah;Jayapura;Celana Chino;262.000;2;0;524.000;0;524.000;27.000;1.668.000;Kartu Kredit;Shipped;Toko Fashion App;3;L;Twill;Pria
28/07/2025 08:44;Arif Fauziah;Jayapura;Dress Casual;294.000;1;0;294.000;0;294.000;27.000;1.668.000;Kartu Kredit;Shipped;Toko Fashion App;3;XXL;Rayon;Wanita
28/07/2025 08:44;Arif Fauziah;Jayapura;Kaos Panjang;89.000;3;0;267.000;0;267.000;27.000;1.668.000;Kartu Kredit;Shipped;Toko Fashion App;3;L;Katun;Pria
26/08/2025 21:36;Erna Fauziah;Manokwari;Hoodie;368.000;1;0;368.000;0;368.000;27.000;1.593.000;Transfer Bank;Returned;Toko Fashion App;5;XXL;Polyester;Pria
26/08/2025 21:36;Erna Fauziah;Manokwari;Blouse;230.000;1;0;230.000;0;230.000;27.000;1.593.000;Transfer Bank;Returned;Toko Fashion App;5;XXL;Rayon;Wanita
26/08/2025 21:36;Erna Fauziah;Manokwari;Kaos Pendek;124.000;3;0;372.000;0;372.000;27.000;1.593.000;Transfer Bank;Returned;Toko Fashion App;5;M;Cotton Combed;Pria
26/08/2025 21:36;Erna Fauziah;Manokwari;Kemeja Formal;298.000;2;0;596.000;0;596.000;27.000;1.593.000;Transfer Bank;Returned;Toko Fashion App;5;L;Twill;Pria
01/01/2025 15:57;Clara Pradipta;Samarinda;Kaos Pendek;104.000;4;10;416.000;41.600;374.400;24.000;1.158.000;e-Wallet;Cancelled;StyleMart;4;L;Jersey;Pria
01/01/2025 15:57;Clara Pradipta;Samarinda;Jaket Bomber;449.000;1;10;449.000;44.900;404.100;24.000;1.158.000;e-Wallet;Cancelled;StyleMart;4;M;Polyester;Pria
01/01/2025 15:57;Clara Pradipta;Samarinda;Celana Jeans;395.000;1;10;395.000;39.500;355.500;24.000;1.158.000;e-Wallet;Cancelled;StyleMart;4;XXL;Stretch Denim;Pria
13/03/2025 08:30;Fitri Ramadhani;Bandar Lampung;Legging;172.000;3;0;516.000;0;516.000;17.000;845.000;Transfer Bank;Completed;FashionKita;3;XXL;Nylon;Wanita
13/03/2025 08:30;Fitri Ramadhani;Bandar Lampung;Celana Pendek;104.000;3;0;312.000;0;312.000;17.000;845.000;Transfer Bank;Completed;FashionKita;3;XL;Katun;Pria
13/12/2025 13:54;Gita Pradipta;Semarang;Kemeja Casual;258.000;2;0;516.000;0;516.000;24.000;1.413.000;Transfer Bank;Completed;Toko Fashion App;4;S;Katun;Pria
13/12/2025 13:54;Gita Pradipta;Semarang;Kaos Polo;134.000;3;0;402.000;0;402.000;24.000;1.413.000;Transfer Bank;Completed;Toko Fashion App;4;M;Lacoste Cotton;Pria
13/12/2025 13:54;Gita Pradipta;Semarang;Jaket Bomber;471.000;1;0;471.000;0;471.000;24.000;1.413.000;Transfer Bank;Completed;Toko Fashion App;4;XL;Scuba;Pria
19/09/2025 21:41;Aulia Fauziah;Banda Aceh;Celana Chino;290.000;1;0;290.000;0;290.000;24.000;1.028.000;Transfer Bank;Completed;FashionKita;1;L;Twill;Pria
19/09/2025 21:41;Aulia Fauziah;Banda Aceh;Jaket Denim;398.000;1;0;398.000;0;398.000;24.000;1.028.000;Transfer Bank;Completed;FashionKita;1;S;Cotton;Pria
19/09/2025 21:41;Aulia Fauziah;Banda Aceh;Kaos Pendek;79.000;4;0;316.000;0;316.000;24.000;1.028.000;Transfer Bank;Completed;FashionKita;1;L;Jersey;Pria
13/06/2025 09:01;Zahra Budiman;Banjarbaru;Legging;118.000;2;0;236.000;0;236.000;27.000;1.044.000;e-Wallet;Shipped;FashionKita;5;XL;Polyester;Wanita
13/06/2025 09:01;Zahra Budiman;Banjarbaru;Kaos Panjang;102.000;2;0;204.000;0;204.000;27.000;1.044.000;e-Wallet;Shipped;FashionKita;5;M;Cotton Combed;Pria
13/06/2025 09:01;Zahra Budiman;Banjarbaru;Celana Chino;319.000;1;0;319.000;0;319.000;27.000;1.044.000;e-Wallet;Shipped;FashionKita;5;L;Twill;Pria
13/06/2025 09:01;Zahra Budiman;Banjarbaru;Hijab;129.000;2;0;258.000;0;258.000;27.000;1.044.000;e-Wallet;Shipped;FashionKita;5;XXL;Polyester;Wanita
01/09/2025 10:57;Dewi Wijaya;Pangkalpinang;Dress Formal;526.000;1;0;526.000;0;526.000;27.000;1.644.000;Kartu Kredit;Completed;Toko Fashion App;5;XXL;Silk Blend;Wanita
01/09/2025 10:57;Dewi Wijaya;Pangkalpinang;Jaket Bomber;259.000;1;0;259.000;0;259.000;27.000;1.644.000;Kartu Kredit;Completed;Toko Fashion App;5;L;Scuba;Pria
01/09/2025 10:57;Dewi Wijaya;Pangkalpinang;Dress Casual;205.000;1;0;205.000;0;205.000;27.000;1.644.000;Kartu Kredit;Completed;Toko Fashion App;5;L;Katun;Wanita
01/09/2025 10:57;Dewi Wijaya;Pangkalpinang;Kemeja Casual;209.000;3;0;627.000;0;627.000;27.000;1.644.000;Kartu Kredit;Completed;Toko Fashion App;5;S;Linen;Pria
15/03/2025 20:35;Clara Ananda;Surabaya;Kemeja Casual;173.000;2;0;346.000;0;346.000;27.000;2.414.000;Transfer Bank;Completed;FashionKita;1;M;Chambray;Pria
15/03/2025 20:35;Clara Ananda;Surabaya;Jaket Denim;318.000;1;0;318.000;0;318.000;27.000;2.414.000;Transfer Bank;Completed;FashionKita;1;XL;Cotton;Pria
15/03/2025 20:35;Clara Ananda;Surabaya;Cardigan;344.000;2;0;688.000;0;688.000;27.000;2.414.000;Transfer Bank;Completed;FashionKita;1;XL;Acrylic;Wanita
15/03/2025 20:35;Clara Ananda;Surabaya;Blouse;345.000;3;0;1.035.000;0;1.035.000;27.000;2.414.000;Transfer Bank;Completed;FashionKita;1;L;Rayon;Wanita
08/02/2025 10:48;Hana Puspita;Pekanbaru;Kemeja Casual;323.000;3;0;969.000;0;969.000;27.000;2.577.000;COD;Returned;FashionKita;1;XL;Chambray;Pria
08/02/2025 10:48;Hana Puspita;Pekanbaru;Gamis;627.000;2;0;1.254.000;0;1.254.000;27.000;2.577.000;COD;Returned;FashionKita;1;M;Sutra;Wanita
08/02/2025 10:48;Hana Puspita;Pekanbaru;Hijab;107.000;1;0;107.000;0;107.000;27.000;2.577.000;COD;Returned;FashionKita;1;S;Polyester;Wanita
08/02/2025 10:48;Hana Puspita;Pekanbaru;Dress Casual;220.000;1;0;220.000;0;220.000;27.000;2.577.000;COD;Returned;FashionKita;1;XXL;Viscose;Wanita
01/03/2025 18:59;Sari Hidayat;Nabire;Rok Midi;378.000;2;0;756.000;0;756.000;22.000;1.198.000;e-Wallet;Completed;Toko Fashion App;4;XL;Twill;Wanita
01/03/2025 18:59;Sari Hidayat;Nabire;Dress Casual;420.000;1;0;420.000;0;420.000;22.000;1.198.000;e-Wallet;Completed;Toko Fashion App;4;L;Rayon;Wanita
05/04/2025 17:50;Erna Setiawan;Manokwari;Dress Casual;333.000;1;0;333.000;0;333.000;24.000;1.248.000;e-Wallet;Shipped;Toko Fashion App;4;L;Katun;Wanita
05/04/2025 17:50;Erna Setiawan;Manokwari;Sweater;347.000;2;0;694.000;0;694.000;24.000;1.248.000;e-Wallet;Shipped;Toko Fashion App;4;XL;Wool;Pria
05/04/2025 17:50;Erna Setiawan;Manokwari;Celana Pendek;197.000;1;0;197.000;0;197.000;24.000;1.248.000;e-Wallet;Shipped;Toko Fashion App;4;S;Jersey;Pria
04/07/2025 11:00;Nanda Halim;Tanjung Selor;Kemeja Casual;166.000;2;0;332.000;0;332.000;24.000;1.099.000;Kartu Kredit;Completed;StyleMart;3;XL;Katun;Pria
04/07/2025 11:00;Nanda Halim;Tanjung Selor;Kaos Polo;245.000;1;0;245.000;0;245.000;24.000;1.099.000;Kartu Kredit;Completed;StyleMart;3;S;Lacoste Cotton;Pria
04/07/2025 11:00;Nanda Halim;Tanjung Selor;Kaos Panjang;166.000;3;0;498.000;0;498.000;24.000;1.099.000;Kartu Kredit;Completed;StyleMart;3;L;Jersey;Pria
23/07/2025 08:07;Lestari Setiawan;Palembang;Kaos Polo;166.000;3;0;498.000;0;498.000;24.000;1.062.000;COD;Completed;StyleMart;1;L;Lacoste Cotton;Pria
23/07/2025 08:07;Lestari Setiawan;Palembang;Kaos Panjang;132.000;3;0;396.000;0;396.000;24.000;1.062.000;COD;Completed;StyleMart;1;M;Jersey;Pria
23/07/2025 08:07;Lestari Setiawan;Palembang;Kaos Pendek;144.000;1;0;144.000;0;144.000;24.000;1.062.000;COD;Completed;StyleMart;1;XXL;Katun;Pria
06/01/2025 08:14;Eka Pradipta;Makassar;Blouse;241.000;1;0;241.000;0;241.000;24.000;1.562.000;Kartu Kredit;Cancelled;Toko Fashion App;3;L;Satin;Wanita
06/01/2025 08:14;Eka Pradipta;Makassar;Gamis;395.000;1;0;395.000;0;395.000;24.000;1.562.000;Kartu Kredit;Cancelled;Toko Fashion App;3;XXL;Satin;Wanita
06/01/2025 08:14;Eka Pradipta;Makassar;Jaket Denim;451.000;2;0;902.000;0;902.000;24.000;1.562.000;Kartu Kredit;Cancelled;Toko Fashion App;3;L;Denim;Pria
05/04/2025 17:52;Hana Halim;Tanjung Selor;Kaos Polo;164.000;2;0;328.000;0;328.000;24.000;1.766.000;Kartu Kredit;Completed;FashionHub;5;XL;Katun Pique;Pria
05/04/2025 17:52;Hana Halim;Tanjung Selor;Jaket Denim;466.000;2;0;932.000;0;932.000;24.000;1.766.000;Kartu Kredit;Completed;FashionHub;5;XL;Denim;Pria
05/04/2025 17:52;Hana Halim;Tanjung Selor;Cardigan;241.000;2;0;482.000;0;482.000;24.000;1.766.000;Kartu Kredit;Completed;FashionHub;5;XXL;Knitted;Wanita
24/03/2025 16:32;Dewi Utami;Serang;Legging;194.000;3;0;582.000;0;582.000;24.000;1.300.000;COD;Completed;Toko Fashion App;3;XL;Nylon;Wanita
24/03/2025 16:32;Dewi Utami;Serang;Dress Casual;210.000;1;0;210.000;0;210.000;24.000;1.300.000;COD;Completed;Toko Fashion App;3;M;Viscose;Wanita
24/03/2025 16:32;Dewi Utami;Serang;Celana Jeans;242.000;2;0;484.000;0;484.000;24.000;1.300.000;COD;Completed;Toko Fashion App;3;XL;Katun;Pria
08/12/2025 15:44;Dewi Wijaya;Tanjung Selor;Celana Chino;334.000;1;0;334.000;0;334.000;22.000;1.200.000;Transfer Bank;Returned;Toko Fashion App;5;L;Twill;Pria
08/12/2025 15:44;Dewi Wijaya;Tanjung Selor;Jaket Denim;422.000;2;0;844.000;0;844.000;22.000;1.200.000;Transfer Bank;Returned;Toko Fashion App;5;M;Denim;Pria
20/02/2025 17:47;Clara Budiman;Denpasar;Kaos Pendek;139.000;4;0;556.000;0;556.000;24.000;2.302.000;COD;Pending;FashionKita;4;L;Katun;Pria
20/02/2025 17:47;Clara Budiman;Denpasar;Celana Jeans;591.000;2;0;1.182.000;0;1.182.000;24.000;2.302.000;COD;Pending;FashionKita;4;L;Denim;Pria
20/02/2025 17:47;Clara Budiman;Denpasar;Jaket Denim;270.000;2;0;540.000;0;540.000;24.000;2.302.000;COD;Pending;FashionKita;4;L;Cotton;Pria
17/08/2025 09:23;Dina Setiawan;Nabire;Blouse;246.000;3;0;738.000;0;738.000;22.000;1.292.000;Transfer Bank;Completed;FashionKita;2;M;Satin;Wanita
17/08/2025 09:23;Dina Setiawan;Nabire;Hoodie;266.000;2;0;532.000;0;532.000;22.000;1.292.000;Transfer Bank;Completed;FashionKita;2;XL;Polyester;Pria
01/03/2025 15:53;Gita Utami;Yogyakarta;Sweater;229.000;2;0;458.000;0;458.000;27.000;1.614.000;Transfer Bank;Returned;StyleMart;4;M;Knitted;Pria
01/03/2025 15:53;Gita Utami;Yogyakarta;Celana Jeans;526.000;1;0;526.000;0;526.000;27.000;1.614.000;Transfer Bank;Returned;StyleMart;4;L;Katun;Pria
01/03/2025 15:53;Gita Utami;Yogyakarta;Dress Formal;471.000;1;0;471.000;0;471.000;27.000;1.614.000;Transfer Bank;Returned;StyleMart;4;S;Sutra;Wanita
01/03/2025 15:53;Gita Utami;Yogyakarta;Hijab;66.000;2;0;132.000;0;132.000;27.000;1.614.000;Transfer Bank;Returned;StyleMart;4;XL;Voal;Wanita
07/02/2025 15:39;Dina Hidayat;Bandar Lampung;Jaket Bomber;328.000;2;0;656.000;0;656.000;27.000;1.649.000;Transfer Bank;Cancelled;StyleMart;5;XL;Nylon;Pria
07/02/2025 15:39;Dina Hidayat;Bandar Lampung;Rok Midi;184.000;1;0;184.000;0;184.000;27.000;1.649.000;Transfer Bank;Cancelled;StyleMart;5;S;Katun;Wanita
07/02/2025 15:39;Dina Hidayat;Bandar Lampung;Legging;225.000;2;0;450.000;0;450.000;27.000;1.649.000;Transfer Bank;Cancelled;StyleMart;5;L;Polyester;Wanita
07/02/2025 15:39;Dina Hidayat;Bandar Lampung;Dress Casual;332.000;1;0;332.000;0;332.000;27.000;1.649.000;Transfer Bank;Cancelled;StyleMart;5;XXL;Rayon;Wanita
11/04/2025 10:43;Fitri Wijaya;Palembang;Jaket Denim;438.000;2;0;876.000;0;876.000;27.000;2.530.000;Transfer Bank;Returned;StyleMart;5;XL;Denim;Pria
11/04/2025 10:43;Fitri Wijaya;Palembang;Hoodie;199.000;1;0;199.000;0;199.000;27.000;2.530.000;Transfer Bank;Returned;StyleMart;5;L;Fleece;Pria
11/04/2025 10:43;Fitri Wijaya;Palembang;Kemeja Casual;304.000;2;0;608.000;0;608.000;27.000;2.530.000;Transfer Bank;Returned;StyleMart;5;S;Katun;Pria
11/04/2025 10:43;Fitri Wijaya;Palembang;Celana Jeans;410.000;2;0;820.000;0;820.000;27.000;2.530.000;Transfer Bank;Returned;StyleMart;5;XL;Denim;Pria
20/11/2025 10:56;Indra Setiawan;Mataram;Legging;170.000;2;0;340.000;0;340.000;24.000;1.852.000;e-Wallet;Returned;OutfitNow;5;XL;Spandex;Wanita
20/11/2025 10:56;Indra Setiawan;Mataram;Hoodie;366.000;2;0;732.000;0;732.000;24.000;1.852.000;e-Wallet;Returned;OutfitNow;5;M;Cotton Combed;Pria
20/11/2025 10:56;Indra Setiawan;Mataram;Celana Jeans;378.000;2;0;756.000;0;756.000;24.000;1.852.000;e-Wallet;Returned;OutfitNow;5;S;Stretch Denim;Pria
11/06/2025 16:08;Putri Ananda;Bandung;Kaos Polo;250.000;2;0;500.000;0;500.000;24.000;1.582.000;Kartu Kredit;Completed;Toko Fashion App;3;M;Polyester;Pria
11/06/2025 16:08;Putri Ananda;Bandung;Blouse;184.000;3;0;552.000;0;552.000;24.000;1.582.000;Kartu Kredit;Completed;Toko Fashion App;3;XL;Viscose;Wanita
11/06/2025 16:08;Putri Ananda;Bandung;Dress Casual;253.000;2;0;506.000;0;506.000;24.000;1.582.000;Kartu Kredit;Completed;Toko Fashion App;3;L;Katun;Wanita
09/03/2025 16:34;Sari Puspita;Pekanbaru;Celana Jeans;530.000;2;0;1.060.000;0;1.060.000;24.000;1.674.000;Transfer Bank;Completed;Toko Fashion App;5;XXL;Denim;Pria
09/03/2025 16:34;Sari Puspita;Pekanbaru;Jaket Denim;250.000;2;0;500.000;0;500.000;24.000;1.674.000;Transfer Bank;Completed;Toko Fashion App;5;XXL;Chambray;Pria
09/03/2025 16:34;Sari Puspita;Pekanbaru;Hijab;90.000;1;0;90.000;0;90.000;24.000;1.674.000;Transfer Bank;Completed;Toko Fashion App;5;S;Polyester;Wanita
